,RBF_DivMom,RBF_Graph,SP500
2025-01-03,1.216520836973196,2.0475143657793633,1.3088117400943546
2025-01-10,1.1927171428353236,2.1073092162033618,1.283388580404588
2025-01-17,1.240838480631436,2.196060525382964,1.3207469167032946
2025-01-24,1.2555581871316452,2.25893459370093,1.3437803740167333
2025-01-31,1.2270235567594494,2.2121270606867145,1.3304090745720305
2025-02-07,1.2358870798677868,2.228987666655462,1.3272067809011827
2025-02-14,1.2403218399319207,2.234385765868403,1.346729405048805
2025-02-21,1.1437804881431823,2.0249158452248404,1.3243743259627134
2025-02-28,1.1138323012042246,1.9886692726192106,1.3114612652032875
2025-03-07,1.0334196522606647,1.7849121358130633,1.2708697705299836
2025-03-14,0.9867259484756711,1.7563007133137358,1.2419600822843215
2025-03-21,1.0089610159818827,1.793286097909002,1.2482635796555508
2025-03-28,1.0029545071058443,1.7968800831163048,1.2291857513779834
